I;T;Melhor;Media
388;5;452324;412086
389;5;452324;412086
390;5;452324;412086
391;5;452324;412061
392;5;452324;412061
393;5;452320;412059.66666667
394;5;452320;412059.66666667
395;5;452320;412059.66666667
396;5;452320;412059.66666667
397;5;452320;412059.66666667
398;5;432220;405359.66666667
399;5;422220;402026.33333333
400;5;422220;402026.33333333
401;5;422220;402026.33333333
402;5;422220;402026.33333333
403;5;422220;402026.33333333
404;5;422220;402026.33333333
405;5;422220;402026.33333333
406;5;422220;402026.33333333
407;5;422220;402026.33333333
408;5;422220;402026.33333333
409;5;422220;402026.33333333
410;5;422220;402026.33333333
411;5;422220;402026.33333333
412;5;422220;402026.33333333
413;5;422220;402026.33333333
414;5;422220;402026.33333333
415;5;422220;402026.33333333
416;5;422220;402026.33333333
417;5;422220;402026.33333333
418;5;422220;402026.33333333
419;5;422220;402026.33333333
420;5;422220;402026.33333333
421;5;422220;402026.33333333
422;5;422220;402026.33333333
423;5;422220;402026.33333333
424;5;422220;402026.33333333
425;5;422220;402026.33333333
426;5;422220;402026.33333333
427;5;422220;402026.33333333
428;5;422220;402026.33333333
429;5;422220;402026.33333333
430;5;422220;402026.33333333
431;5;422220;402026.33333333
432;5;422220;402026.33333333
433;5;422220;402026.33333333
434;5;422220;402026.33333333
435;5;422220;402026.33333333
436;5;422220;402026.33333333
437;5;422220;402026.33333333
438;5;422220;402026.33333333
439;5;422220;402026.33333333
440;5;422220;402026.33333333
441;5;422220;402026.33333333
442;5;422220;402007.66666667
443;5;422220;402007.66666667
444;5;422220;402007.66666667
445;5;422220;402007.66666667
446;5;422220;402007.66666667
447;5;422220;402007.66666667
448;5;422220;402007.66666667
449;5;422220;402007.66666667
450;5;422220;402007.66666667
451;5;422220;402007.66666667
452;5;422220;402007.66666667
453;5;422220;402007.66666667
454;5;422220;402007.66666667
455;5;422220;402007.66666667
456;5;422220;402007.66666667
457;5;422220;402007.66666667
458;5;422220;402007.66666667
459;5;422220;402007.66666667
460;5;422220;402007.66666667
461;5;422220;402007.66666667
462;5;422220;402007.66666667
463;5;422220;402007.66666667
464;5;422220;402007.66666667
465;5;422220;402007.66666667
466;5;422220;402007.66666667
467;5;422220;402007.66666667
468;5;422220;402007.66666667
469;5;422220;402007.66666667
470;5;422220;402007.66666667
471;5;422220;402007.66666667
472;5;422220;402007.66666667
473;5;422220;402007.66666667
474;5;422220;402007.66666667
475;5;422220;402007.66666667
476;5;422220;402007.66666667
477;5;422220;402007.66666667
478;5;422220;402007.66666667
479;5;422220;402007.66666667
480;5;422220;402007.66666667
481;5;422220;402007.66666667
482;5;422220;402007.66666667
483;5;422220;402007.66666667
484;5;422220;402007.66666667
485;5;422220;402007.66666667
486;5;422220;402007.66666667
487;5;422220;401993.66666667
488;5;422220;401993.66666667
489;5;422220;401993.66666667
490;5;422220;401993.66666667
491;5;422220;401993.66666667
492;5;392220;391993.66666667
493;5;392220;391993.66666667
494;5;392220;391993.66666667
495;5;392220;391993.66666667
496;5;392220;385332
497;5;392220;372000.33333333
498;5;392150;371977
499;5;392150;371977
500;5;392150;371977
501;5;392150;371977
502;5;392150;371977
503;5;392150;371977
504;5;392150;371977
505;5;392150;371977
506;5;392150;371977
507;5;392150;371977
508;5;392150;371977
509;5;392150;371977
510;5;392150;371977
511;5;392150;371977
512;5;392150;371977
513;5;392150;371977
514;5;392150;371977
515;5;392150;371977
516;5;392150;371977
517;5;392150;371977
518;5;392150;371977
519;5;392150;371977
520;5;392150;371977
521;5;392150;371977
522;5;392150;371977
523;5;392150;371977
524;5;392150;371977
525;5;392150;371977
526;5;392150;371977
527;5;392150;371977
528;5;392150;371977
529;5;392150;371977
530;5;392150;371977
531;5;392150;371977
532;5;392150;371977
533;5;392150;371977
534;5;392150;371977
535;5;392150;371977
536;5;392150;371977
537;5;392150;371977
538;5;392150;371977
539;5;392150;371977
540;5;392150;371977
541;5;392150;371977
542;5;392150;371977
543;5;392150;371977
544;5;392150;371977
545;5;392150;371977
546;5;392150;371977
547;5;392150;371977
548;5;392150;371977
549;5;392150;371977
550;5;392150;371977
551;5;392150;371977
552;5;392150;371977
553;5;392150;371977
554;5;392150;371977
555;5;392150;371977
556;5;392150;371977
557;5;392150;371977
558;5;392150;371977
559;5;392150;371977
560;5;392150;371977
561;5;392150;371977
562;5;392150;371977
563;5;392150;371977
564;5;392150;371977
565;5;392150;371977
566;5;392150;371977
567;5;392150;371977
568;5;392150;371977
569;5;392150;371977
570;5;392150;371977
571;5;392150;371977
572;5;392150;371977
573;5;392150;371977
574;5;392150;371977
575;5;392150;371977
576;5;392150;371977
577;5;392150;371977
578;5;392150;371977
579;5;392150;371977
580;5;392150;371977
581;5;392150;371977
582;5;392150;371977
583;5;392150;371977
584;5;392150;371977
585;5;392150;371977
586;5;392150;371977
587;5;392150;371977
588;5;392150;371977
589;5;392150;371977
590;5;392150;371977
591;5;392150;371977
592;5;392086;371955.66666667
593;5;382092;368581.66666667
594;5;382086;368579.66666667
595;5;382086;368579.66666667
596;5;382086;368579.66666667
597;5;382086;368579.66666667
598;5;362019;361889.66666667
599;5;342097;355247.66666667
600;5;342097;355247.66666667
601;5;342097;355247.66666667
602;5;342097;355247.66666667
603;5;342097;355247.66666667
604;5;342097;355247.66666667
605;5;342097;355247.66666667
606;5;342097;355247.66666667
607;5;342097;355247.66666667
608;5;342097;355247.66666667
609;5;342097;355247.66666667
610;5;342097;355247.66666667
611;5;342097;355247.66666667
612;5;342097;355247.66666667
613;5;342097;355247.66666667
614;5;342097;355247.66666667
615;5;342097;355247.66666667
616;5;342097;355247.66666667
617;5;342097;355247.66666667
618;5;342097;355247.66666667
619;5;342097;355247.66666667
620;5;342097;355247.66666667
621;5;342097;355247.66666667
622;5;342097;355247.66666667
623;5;342097;355247.66666667
624;5;342097;355247.66666667
625;5;342097;355247.66666667
626;5;342097;355247.66666667
627;5;342097;355247.66666667
628;5;342097;355247.66666667
629;5;342097;355247.66666667
630;5;342097;355247.66666667
631;5;342097;355247.66666667
632;5;342097;355247.66666667
633;5;342097;355247.66666667
634;5;342097;355247.66666667
635;5;342097;355247.66666667
636;5;342097;355247.66666667
637;5;342097;355247.66666667
638;5;342097;355247.66666667
639;5;342097;355247.66666667
640;5;342097;355247.66666667
641;5;342097;355247.66666667
642;5;342097;355247.66666667
643;5;342097;355247.66666667
644;5;342097;355247.66666667
645;5;342097;355247.66666667
646;5;342097;355247.66666667
647;5;342097;355247.66666667
648;5;342097;355247.66666667
649;5;342097;355247.66666667
650;5;342097;355247.66666667
651;5;342097;355247.66666667
652;5;342097;355247.66666667
653;5;342097;355247.66666667
654;5;342097;355247.66666667
655;5;342097;355247.66666667
656;5;342097;355247.66666667
657;5;342097;355247.66666667
658;5;342097;355247.66666667
659;5;342097;355247.66666667
660;5;342097;355247.66666667
661;5;342097;355247.66666667
662;5;342097;355247.66666667
663;5;342097;355247.66666667
664;5;342097;355247.66666667
665;5;342097;355247.66666667
666;5;342097;355247.66666667
667;5;342097;355247.66666667
668;5;342097;355247.66666667
669;5;342097;355247.66666667
670;5;342097;355247.66666667
671;5;342097;355247.66666667
672;5;342097;355247.66666667
673;5;342097;355247.66666667
674;5;342097;355247.66666667
675;5;342097;355247.66666667
676;5;342097;355247.66666667
677;5;342097;355247.66666667
678;5;342097;355247.66666667
679;5;342097;355247.66666667
680;5;342097;355247.66666667
681;5;342097;355247.66666667
682;5;342097;355247.66666667
683;5;342097;355247.66666667
684;5;342097;355247.66666667
685;5;342097;355247.66666667
686;5;342097;355247.66666667
687;5;342097;355247.66666667
688;5;342097;355247.66666667
689;5;342097;355247.66666667
690;5;342097;355247.66666667
691;5;342097;355247.66666667
692;5;342097;355247.66666667
693;5;342097;355247.66666667
694;5;342097;355247.66666667
695;5;342097;348557
696;5;342030;348534.66666667
697;5;342030;348534.66666667
698;5;332091;345221.66666667
699;5;332091;341888.33333333
700;5;332091;341888.33333333
701;5;332091;341888.33333333
702;5;332091;341888.33333333
703;5;332091;341888.33333333
704;5;332091;341888.33333333
705;5;332091;341888.33333333
706;5;332091;341888.33333333
707;5;332091;341888.33333333
708;5;332091;341888.33333333
709;5;332091;341888.33333333
710;5;332091;341888.33333333
711;5;332091;341888.33333333
712;5;332091;341888.33333333
713;5;332091;341888.33333333
714;5;332091;341888.33333333
715;5;332091;341888.33333333
716;5;332091;341888.33333333
717;5;332091;341888.33333333
718;5;332091;341888.33333333
719;5;332091;341888.33333333
720;5;332091;341888.33333333
721;5;332091;341888.33333333
722;5;332091;341888.33333333
723;5;332091;341888.33333333
724;5;332091;341888.33333333
725;5;332091;341888.33333333
726;5;332091;341888.33333333
727;5;332091;341888.33333333
728;5;332091;341888.33333333
729;5;332091;341888.33333333
730;5;332091;341888.33333333
731;5;332091;341888.33333333
732;5;332091;341888.33333333
733;5;332091;341888.33333333
734;5;332091;341888.33333333
735;5;332091;341888.33333333
736;5;332091;341888.33333333
737;5;332091;341888.33333333
738;5;332051;341875
739;5;332051;341875
740;5;332051;341875
741;5;332051;341875
742;5;332051;341875
743;5;332051;341875
744;5;332051;341875
745;5;332051;341875
746;5;332051;341875
747;5;332051;341875
748;5;332051;341875
749;5;332051;341875
750;5;332051;341875
751;5;332051;341875
752;5;332051;341875
753;5;332051;341875
754;5;332051;341875
755;5;332051;341875
756;5;332051;341875
757;5;332051;341875
758;5;332051;341875
759;5;332051;341875
760;5;332051;341875
761;5;332051;341875
762;5;332051;341875
763;5;332051;341875
764;5;332051;341875
765;5;332051;341875
766;5;332051;341875
767;5;332051;341875
768;5;332051;341875
769;5;332051;341875
770;5;332051;341875
771;5;332051;341875
772;5;332051;341875
773;5;332051;341875
774;5;332051;341875
775;5;332051;341875
776;5;332051;341875
777;5;332051;341875
778;5;332051;341875
779;5;332051;341851
780;5;332051;341851
781;5;332051;341851
782;5;332051;341851
783;5;332051;341824.33333333
784;5;332051;341824.33333333
785;5;332051;341824.33333333
786;5;332051;341824.33333333
787;5;332051;341824.33333333
788;5;332051;341824.33333333
789;5;332051;341824.33333333
790;5;332051;341812.33333333
791;5;332051;341807
792;5;332051;341807
793;5;332051;341807
794;5;332051;341807
795;5;332051;341807
796;5;332051;341807
797;5;332051;341807
798;5;332051;341807
799;5;332051;341801.66666667
800;5;332051;341801.66666667
801;5;332051;341801.66666667
802;5;332051;341801.66666667
803;5;332051;341801.66666667
804;5;332051;341801.66666667
805;5;332051;341801.66666667
806;5;332051;341801.66666667
807;5;332051;341801.66666667
808;5;332051;341801.66666667
809;5;332051;341801.66666667
810;5;332051;341801.66666667
811;5;332051;341801.66666667
812;5;332051;341801.66666667
813;5;332051;341801.66666667
814;5;332051;341801.66666667
815;5;332051;341801.66666667
816;5;332051;341801.66666667
817;5;332051;341801.66666667
818;5;332051;341801.66666667
819;5;332051;341801.66666667
820;5;332051;341801.66666667
821;5;332051;341801.66666667
822;5;332051;341801.66666667
823;5;332051;341801.66666667
824;5;332051;341801.66666667
825;5;332051;341801.66666667
826;5;332051;341801.66666667
827;5;332051;341801.66666667
828;5;332051;341801.66666667
829;5;332051;341801.66666667
830;5;332051;341801.66666667
831;5;332051;341801.66666667
832;5;332051;341801.66666667
833;5;332051;341801.66666667
834;5;332051;341801.66666667
835;5;332051;341801.66666667
836;5;332051;341801.66666667
837;5;332051;341801.66666667
838;5;332051;341801.66666667
839;5;332051;341801.66666667
840;5;332051;341801.66666667
841;5;332051;341801.66666667
842;5;332051;341801.66666667
843;5;332051;341801.66666667
844;5;332051;341801.66666667
845;5;332051;341801.66666667
846;5;332051;341801.66666667
847;5;332051;341801.66666667
848;5;332051;341801.66666667
849;5;332051;341801.66666667
850;5;332051;341801.66666667
851;5;332051;341801.66666667
852;5;332051;341801.66666667
853;5;332051;341801.66666667
854;5;332051;341801.66666667
855;5;332051;341801.66666667
856;5;332051;341801.66666667
857;5;332051;341801.66666667
858;5;332051;341801.66666667
859;5;332051;341801.66666667
860;5;332051;341801.66666667
861;5;332051;341801.66666667
862;5;332051;341801.66666667
863;5;332051;341801.66666667
864;5;332051;341801.66666667
865;5;332051;341801.66666667
866;5;332051;341801.66666667
867;5;332051;341798.33333333
868;5;332051;341798.33333333
869;5;332051;341798.33333333
870;5;332051;341798.33333333
871;5;332051;341798.33333333
872;5;332051;341798.33333333
873;5;332051;341798.33333333
874;5;332051;341798.33333333
875;5;332051;341798.33333333
876;5;332051;341798.33333333
877;5;332051;341798.33333333
878;5;332051;341798.33333333
879;5;332051;341798.33333333
880;5;332051;341798.33333333
881;5;332051;341798.33333333
882;5;332051;341798.33333333
883;5;332051;341798.33333333
884;5;332051;341798.33333333
885;5;332051;341798.33333333
886;5;332051;341798.33333333
887;5;332051;341798.33333333
888;5;332051;341798.33333333
889;5;332051;341798.33333333
890;5;332051;341798.33333333
891;5;311991;335111.66666667
892;5;311991;335111.66666667
893;5;311991;335111.66666667
894;5;311991;335111.66666667
895;5;311991;335111.66666667
896;5;311991;335111.66666667
897;5;311991;335111.66666667
898;5;311991;331775
899;5;301988;328440.66666667
900;5;301988;328440.66666667
901;5;301988;328440.66666667
902;5;301988;328440.66666667
903;5;301988;328440.66666667
904;5;301988;328440.66666667
905;5;301988;328440.66666667
906;5;301988;328440.66666667
907;5;301988;328440.66666667
908;5;301988;328440.66666667
909;5;301988;328440.66666667
910;5;301988;328440.66666667
911;5;301988;328440.66666667
912;5;301988;328440.66666667
913;5;301988;328440.66666667
914;5;301988;328440.66666667
915;5;301988;328440.66666667
916;5;301988;328440.66666667
917;5;301988;328440.66666667
918;5;301988;328440.66666667
919;5;301988;328440.66666667
920;5;301988;328440.66666667
921;5;301988;328440.66666667
922;5;301988;328440.66666667
923;5;301988;328440.66666667
924;5;301988;328440.66666667
925;5;301988;328440.66666667
926;5;301988;328440.66666667
927;5;301988;328440.66666667
928;5;301988;328440.66666667
929;5;301988;328440.66666667
930;5;301988;328440.66666667
931;5;301988;328440.66666667
932;5;301988;328440.66666667
933;5;301988;328440.66666667
934;5;301988;328440.66666667
935;5;301988;328440.66666667
936;5;301988;328440.66666667
937;5;301988;328440.66666667
938;5;301988;328440.66666667
939;5;301988;328440.66666667
940;5;301988;328440.66666667
941;5;301988;328440.66666667
942;5;301988;328440.66666667
943;5;301988;328440.66666667
944;5;301988;328440.66666667
945;5;301988;328440.66666667
946;5;301988;328440.66666667
947;5;301988;328440.66666667
948;5;301988;328440.66666667
949;5;301988;328440.66666667
950;5;301988;328440.66666667
951;5;301988;328440.66666667
952;5;301988;328440.66666667
953;5;301988;328440.66666667
954;5;301988;328440.66666667
955;5;301988;328440.66666667
956;5;301988;328440.66666667
957;5;301988;328440.66666667
958;5;301988;328440.66666667
959;5;301988;328440.66666667
960;5;301988;328440.66666667
961;5;301988;328440.66666667
962;5;301988;328440.66666667
963;5;301988;328440.66666667
964;5;301988;328440.66666667
965;5;301988;328440.66666667
966;5;301988;328440.66666667
967;5;301988;328440.66666667
968;5;301988;328440.66666667
969;5;301988;328440.66666667
970;5;301988;328440.66666667
971;5;301988;328440.66666667
972;5;301988;328440.66666667
973;5;301988;328440.66666667
974;5;301988;328440.66666667
975;5;301988;328440.66666667
976;5;301988;328440.66666667
977;5;301988;328440.66666667
978;5;301988;328440.66666667
979;5;301988;328440.66666667
980;5;301988;328440.66666667
981;5;301988;328440.66666667
982;5;301988;328440.66666667
983;5;301988;328440.66666667
984;5;301988;328440.66666667
985;5;301988;328440.66666667
986;5;301988;328440.66666667
987;5;301988;328440.66666667
988;5;301988;328440.66666667
989;5;301988;328440.66666667
990;5;301988;328440.66666667
991;5;301988;328440.66666667
992;5;301988;325110.33333333
993;5;301988;325110.33333333
994;5;301988;325110.33333333
995;5;301988;325105.33333333
996;5;301988;325105.33333333
997;5;301988;325105.33333333
998;5;301988;325105.33333333
999;5;301988;325105.33333333
1000;5;301988;325105.33333333
1001;3.5;301988;325105.33333333
1002;3.5;301988;325105.33333333
1003;3.5;301988;325105.33333333
1004;3.5;301988;325105.33333333
1005;3.5;301988;325105.33333333
1006;3.5;301988;325105.33333333
1007;3.5;301988;325105.33333333
1008;3.5;301988;325105.33333333
1009;3.5;301988;325105.33333333
1010;3.5;301988;325105.33333333
1011;3.5;301988;325105.33333333
1012;3.5;301988;325105.33333333
1013;3.5;301988;325105.33333333
1014;3.5;301988;325105.33333333
1015;3.5;301988;325105.33333333
1016;3.5;301988;325105.33333333
1017;3.5;301988;325105.33333333
1018;3.5;301988;325105.33333333
1019;3.5;301988;325105.33333333
1020;3.5;301988;325105.33333333
1021;3.5;301988;325105.33333333
1022;3.5;301988;325105.33333333
1023;3.5;301988;325105.33333333
1024;3.5;301988;325105.33333333
1025;3.5;301988;325105.33333333
1026;3.5;301988;325105.33333333
1027;3.5;301988;325105.33333333
1028;3.5;301988;325105.33333333
1029;3.5;301988;325105.33333333
1030;3.5;301988;325105.33333333
1031;3.5;301988;325105.33333333
1032;3.5;301988;325105.33333333
1033;3.5;301988;325105.33333333
1034;3.5;301988;325105.33333333
1035;3.5;301988;325105.33333333
1036;3.5;301988;325105.33333333
1037;3.5;301988;325105.33333333
1038;3.5;301988;325105.33333333
1039;3.5;301988;325105.33333333
1040;3.5;301988;325105.33333333
1041;3.5;301988;325105.33333333
1042;3.5;301988;325105.33333333
1043;3.5;301988;325105.33333333
1044;3.5;301988;325105.33333333
1045;3.5;301988;325105.33333333
1046;3.5;301988;325105.33333333
1047;3.5;301988;325105.33333333
1048;3.5;301988;325105.33333333
1049;3.5;301988;325105.33333333
1050;3.5;301988;318441.66666667
1051;3.5;301988;318441.66666667
1052;3.5;301988;318441.66666667
1053;3.5;301988;318441.66666667
1054;3.5;301988;318441.66666667
1055;3.5;301988;318441.66666667
1056;3.5;301988;318441.66666667
1057;3.5;301988;318441.66666667
1058;3.5;301988;318441.66666667
1059;3.5;301988;318441.66666667
1060;3.5;301988;318441.66666667
1061;3.5;301988;318441.66666667
1062;3.5;301988;318441.66666667
1063;3.5;301988;318441.66666667
1064;3.5;301988;318441.66666667
1065;3.5;301988;318441.66666667
1066;3.5;301988;318441.66666667
1067;3.5;301988;318441.66666667
1068;3.5;301988;318441.66666667
1069;3.5;301988;318441.66666667
1070;3.5;301988;318441.66666667
1071;3.5;301988;318441.66666667
1072;3.5;301988;318441.66666667
1073;3.5;301988;318441.66666667
1074;3.5;301988;318441.66666667
1075;3.5;301988;318441.66666667
1076;3.5;301988;318441.66666667
1077;3.5;301988;318441.66666667
1078;3.5;301988;318441.66666667
1079;3.5;301988;318441.66666667
1080;3.5;301988;318441.66666667
1081;3.5;301988;318441.66666667
1082;3.5;301988;318441.66666667
1083;3.5;301988;318441.66666667
